"Date","Season","Team","Spread","Team2"
217,2011,"la-monroe",13.5,"denver"
217,2011,"iowa",8,"northwestern"
217,2011,"depaul",12.5,"providence"
217,2011,"santa clara",14.5,"gonzaga"
217,2011,"san francisco",10,"portland"
217,2011,"usc",2.5,"california"
217,2011,"col charleston",-9.5,"the citadel"
217,2011,"western carolina",2.5,"appalachian st"
217,2011,"south dakota st",1,"ipfw"
217,2011,"n dakota st",12,"oakland"
217,2011,"southern utah",14,"iupui"
217,2011,"umkc",-2.5,"western illinois"
218,2011,"dartmouth",12,"columbia"
218,2011,"princeton",-3.5,"yale"
218,2011,"pennsylvania",-2,"brown"
218,2011,"harvard",-4,"cornell"
218,2011,"connecticut",3.5,"louisville"
218,2011,"va commonwealth",8,"wichita state"
218,2011,"kent state",3.5,"drexel"
218,2011,"mercer",3.5,"north florida"
218,2011,"kennesaw st",16,"jacksonville"
218,2011,"weber state",-1,"san jose state"
219,2011,"pittsburgh",-3,"st. johns"
219,2011,"villanova",-12,"depaul"
219,2011,"duquesne",-2.5,"dayton"
219,2011,"northwestern",2.5,"indiana"
219,2011,"georgia",4,"tennessee"
219,2011,"florida state",-10.5,"wake forest"
219,2011,"virginia tech",-6,"virginia"
219,2011,"notre dame",3.5,"west virginia"
219,2011,"mississippi",-1,"mississippi st"
219,2011,"texas",-7,"nebraska"
219,2011,"missouri",-4.5,"iowa state"
219,2011,"massachusetts",8,"rhode island"
219,2011,"washington state",-1.5,"arizona state"
219,2011,"butler",-9.5,"illinois-chicago"
219,2011,"colorado",15.5,"kansas"
219,2011,"san diego state",-11.5,"air force"
219,2011,"oregon state",7.5,"oregon"
219,2011,"south carolina",17,"kentucky"
219,2011,"vanderbilt",-0.5,"auburn"
219,2011,"middle tenn st",2,"arkansas-little rock"
219,2011,"oklahoma",13.5,"kansas state"
219,2011,"boston college",11.5,"north carolina"
219,2011,"rutgers",12,"syracuse"
219,2011,"byu",-15,"tcu"
219,2011,"east carolina",12,"southern miss"
219,2011,"princeton",-7,"brown"
219,2011,"washington",1.5,"arizona"
219,2011,"central florida",5.5,"uab"
219,2011,"florida atlantic",-3,"florida intl"
219,2011,"georgetown",-8.5,"south florida"
219,2011,"geastern washington",3,"la salle"
219,2011,"arkansas",10,"alabama"
219,2011,"unlv",-1,"colorado state"
219,2011,"pennsylvania",3,"yale"
219,2011,"dartmouth",12.5,"cornell"
219,2011,"harvard",-6,"columbia"
219,2011,"charlotte",7,"saint louis"
219,2011,"memphis",-2.5,"rice"
219,2011,"marshall",-3.5,"tulane"
219,2011,"western kentucky",2,"la.-lafayette"
219,2011,"la-monroe",14.5,"north texas"
219,2011,"fordham",22,"xavier"
219,2011,"texas tech",12.5,"baylor"
219,2011,"san francisco",14,"gonzaga"
219,2011,"arkansas state",-1.5,"troy"
219,2011,"santa clara",7,"portland"
219,2011,"houston",12,"utep"
219,2011,"illinois",2,"michigan state"
219,2011,"texas a&m",1,"oklahoma state"
219,2011,"seton hall",8,"marquette"
219,2011,"utah",15.5,"new mexico"
219,2011,"usc",1.5,"stanford"
219,2011,"furman",-8.5,"samford"
219,2011,"the citadel",-2.5,"georgia southern"
219,2011,"nc greensboro",6.5,"elon"
219,2011,"hofstra",5.5,"wright state"
219,2011,"miami (oh)",10,"james madison"
219,2011,"bowling green",3.5,"youngstown state"
219,2011,"austin peay",5,"fairfield"
219,2011,"morehead state",2,"indiana state"
219,2011,"canisius",4,"boston"
219,2011,"eastern kentucky",4.5,"western carolina"
219,2011,"illinois state",6,"western michigan"
219,2011,"manhattan",7,"stony brook"
219,2011,"central mich.igan",2,"niagara"
219,2011,"iona",-5.5,"liberty"
219,2011,"wisc green bay",2,"so illinois"
219,2011,"st. peter's",3.5,"loyola chicago"
219,2011,"georgia state",4,"louisiana tech"
219,2011,"bradley",-2.5,"tenn-martin"
219,2011,"delaware",9,"rider"
219,2011,"delaware state",8.5,"tennessee state"
219,2011,"vmi",3,"morgan state"
219,2011,"seattle",8.5,"northern illinois"
219,2011,"northeastern",4,"nc asheville"
219,2011,"jacksonville st",5,"eastern michigan"
219,2011,"missouri st",2.5,"valparaiso"
219,2011,"vermont",8.5,"col charleston"
219,2011,"california-irvine",9,"nevada"
219,2011,"hawaii",1.5,"uc davis"
219,2011,"cs fullerton",2.5,"idaho state"
219,2011,"george mason",-3.5,"northern iowa"
219,2011,"creighton",2,"akron"
219,2011,"wi milwaukee",4,"buffalo"
219,2011,"charleston sou",4.5,"nc wilmington"
219,2011,"ohio",2,"winthrop"
219,2011,"maine",5.5,"siena"
219,2011,"loyola maryland",-2.5,"towson"
219,2011,"appalachian st",-3,"high point"
219,2011,"radford",13,"st. joseph's"
219,2011,"eastern illinois",2,"toledo"
219,2011,"ball state",8.5,"wofford"
219,2011,"davidson",-5.5,"presbyterian"
219,2011,"new hampshire",-2,"marist"
219,2011,"evansville",6.5,"murray state"
219,2011,"pacific",1,"oral roberts"
219,2011,"detroit",1,"drake"
219,2011,"gardner webb",7.5,"tennessee tech"
219,2011,"sacramento state",4.5,"se missouri st"
219,2011,"utah state",3,"saint marys ca"
219,2011,"no. colorado",5,"new mexico state"
219,2011,"idaho",-2,"montana state"
219,2011,"cal riverside",11,"fresno state"
219,2011,"northern arizona",3,"cal poly slo"
219,2011,"cs northridge",2,"eastern washington"
219,2011,"boise state",3,"california-santa barbara"
219,2011,"montana",5,"long beach state"
219,2011,"n dakota st",5,"ipfw"
219,2011,"south dakota st",8.5,"oakland"
219,2011,"umkc",12,"iupui"
219,2011,"southern utah",-2.5,"western illinois"
220,2011,"florida",-10,"lsu"
220,2011,"south alabama",10,"denver"
220,2011,"st. bonaventure",9.5,"richmond"
220,2011,"st. joseph's",15.5,"temple"
220,2011,"nc state",10.5,"maryland"
220,2011,"penn state",11.5,"wisconsin"
220,2011,"georgia tech",21.5,"duke"
220,2011,"mercer",8,"jacksonville"
220,2011,"albany ny",-2,"binghamton"
220,2011,"kennesaw st",10,"north florida"
220,2011,"cleveland state",5,"old dominion"
220,2011,"ohio state",2,"purdue"
221,2011,"syracuse",3.5,"villanova"
221,2011,"oklahoma state",18,"kansas"
221,2011,"samford",19.5,"col charleston"
221,2011,"furman",-4.5,"tennessee-chattanooga"
221,2011,"western carolina",-3.5,"nc greensboro"
221,2011,"md eastern shore",13,"morgan state"
221,2011,"ark pine bluff",3,"prairie view a&m"
221,2011,"central florida",7,"utep"
222,2011,"la salle",14.5,"xavier"
222,2011,"virginia tech",-14,"wake forest"
222,2011,"illinois",10.5,"ohio state"
222,2011,"mississippi",-1.5,"south carolina"
222,2011,"indiana state",6,"northern iowa"
222,2011,"bradley",3,"illinois state"
222,2011,"iowa state",17.5,"texas"
222,2011,"tennessee",6.5,"vanderbilt"
222,2011,"michigan state",3.5,"minnesota"
222,2011,"louisville",-3.5,"rutgers"
222,2011,"houston",11.5,"memphis"
222,2011,"tcu",7.5,"utah"
222,2011,"weber state",-5,"idaho state"
223,2011,"wisconsin",-3,"michigan"
223,2011,"fordham",12.5,"st. bonaventure"
223,2011,"charlotte",6,"geastern washington"
223,2011,"depaul",15,"st. johns"
223,2011,"va commonwealth",1.5,"drexel"
223,2011,"towson",8.5,"delaware"
223,2011,"miami (oh)",8,"akron"
223,2011,"toledo",15.5,"western michigan"
223,2011,"bowling green",8,"ohio"
223,2011,"eastern michigan",8,"ball state"
223,2011,"temple",14,"duke"
223,2011,"virginia",4.5,"georgia tech"
223,2011,"rhode island",12,"duquesne"
223,2011,"st. joseph's",7,"massachusetts"
223,2011,"notre dame",-4,"providence"
223,2011,"miami (fl)",4,"boston college"
223,2011,"georgia state",4,"st. joseph's"
223,2011,"utep",-2.5,"east carolina"
223,2011,"tulsa",4,"marshall"
223,2011,"oklahoma",13,"texas a&m"
223,2011,"colorado",-1,"texas tech"
223,2011,"central mich.igan",3.5,"northern illinois"
223,2011,"evansville",3,"drake"
223,2011,"creighton",9.5,"wichita state"
223,2011,"missouri st",-5.5,"so illinois"
223,2011,"colorado state",14,"byu"
223,2011,"kentucky",-7,"arkansas"
223,2011,"auburn",18,"alabama"
223,2011,"rice",4.5,"smu"
223,2011,"purdue",-6,"indiana"
223,2011,"cincinnati",7,"georgetown"
223,2011,"lsu",10.5,"mississippi st"
223,2011,"unlv",2,"new mexico"
223,2011,"kansas state",1,"nebraska"
223,2011,"baylor",7.5,"missouri"
223,2011,"north carolina",-5,"nc state"
223,2011,"florida state",6,"maryland"
223,2011,"air force",1.5,"wyoming"
223,2011,"new mexico state",-1,"san jose state"
223,2011,"wofford",-4,"tennessee-chattanooga"
224,2011,"wi milwaukee",8.5,"cleveland state"
224,2011,"wisc green bay",-1.5,"youngstown state"
224,2011,"buffalo",3,"kent state"
224,2011,"georgia",5.5,"florida"
224,2011,"marquette",5.5,"connecticut"
224,2011,"northeastern",17,"george mason"
224,2011,"troy",10,"florida atlantic"
224,2011,"loyola chicago",10,"valparaiso"
224,2011,"florida intl",10.5,"western kentucky"
224,2011,"arkansas-little rock",2,"south alabama"
224,2011,"north texas",5,"arkansas state"
224,2011,"denver",2.5,"la.-lafayette"
224,2011,"stanford",1.5,"oregon state"
224,2011,"california",4,"oregon"
224,2011,"penn state",4,"northwestern"
224,2011,"west virginia",7.5,"pittsburgh"
224,2011,"california-santa barbara",-2.5,"cs northridge"
224,2011,"pacific",-6,"cal riverside"
224,2011,"cal poly slo",9,"long beach state"
224,2011,"pepperdine",9,"san francisco"
224,2011,"uc davis",4,"california-irvine"
224,2011,"arizona",-1,"usc"
224,2011,"idaho",5,"nevada"
224,2011,"gonzaga",3,"saint marys ca"
224,2011,"arizona state",12,"ucla"
224,2011,"portland",-8,"san diego"
224,2011,"boise state",1.5,"fresno state"
224,2011,"loyola marymount",8,"santa clara"
224,2011,"louisiana tech",7.5,"hawaii"
224,2011,"eastern kentucky",-3,"tenn-martin"
224,2011,"the citadel",10.5,"western carolina"
224,2011,"col charleston",-7,"appalachian st"
224,2011,"elon",10.5,"davidson"
224,2011,"se missouri st",9,"tennessee state"
224,2011,"eastern illinois",15,"austin peay"
224,2011,"morehead state",3.5,"murray state"
224,2011,"montana state",3,"eastern washington"
224,2011,"montana",-6,"portland state"
224,2011,"northern arizona",-8,"sacramento state"
224,2011,"iupui",4,"oral roberts"
224,2011,"western illinois",-4.5,"centenary"
224,2011,"oakland",-9.5,"umkc"
224,2011,"ipfw",-2,"southern utah"
225,2011,"detroit",6,"wright state"
225,2011,"harvard",-7.5,"brown"
225,2011,"dartmouth",13,"yale"
225,2011,"cornell",10.5,"princeton"
225,2011,"columbia",6.5,"pennsylvania"
225,2011,"siena",9,"fairfield"
225,2011,"iona",-2,"st. peter's"
225,2011,"manhattan",13,"canisius"
225,2011,"loyola maryland",-3,"niagara"
225,2011,"rider",-11.5,"marist"
225,2011,"south dakota st",-2.5,"n dakota st"
226,2011,"bowling green",8,"miami (oh)"
226,2011,"james madison",6,"va commonwealth"
226,2011,"syracuse",1,"georgetown"
226,2011,"boston college",2,"virginia"
226,2011,"missouri",3.5,"kansas state"
226,2011,"wi milwaukee",-4.5,"youngstown state"
226,2011,"nc wilmington",6,"northeastern"
226,2011,"so illinois",8.5,"indiana state"
226,2011,"arkansas",-4,"auburn"
226,2011,"vanderbilt",-9.5,"lsu"
226,2011,"texas tech",8,"oklahoma state"
226,2011,"nebraska",-1,"iowa state"
226,2011,"miami (fl)",6,"florida state"
226,2011,"rhode island",-9.5,"fordham"
226,2011,"georgia tech",6,"nc state"
226,2011,"temple",-6.5,"geastern washington"
226,2011,"wichita state",1.5,"missouri st"
226,2011,"byu",3.5,"san diego state"
226,2011,"northern iowa",4,"creighton"
226,2011,"loyola chicago",13,"butler"
226,2011,"wisc green bay",9.5,"cleveland state"
226,2011,"buffalo",4,"akron"
226,2011,"delaware",7.5,"hofstra"
226,2011,"south florida",1,"depaul"
226,2011,"iowa",12,"illinois"
226,2011,"st. johns",5.5,"villanova"
226,2011,"memphis",4,"utep"
226,2011,"drexel",-7,"towson"
226,2011,"st. joseph's",15,"old dominion"
226,2011,"arizona",1,"ucla"
226,2011,"florida",8,"kentucky"
226,2011,"alabama",1,"mississippi"
226,2011,"st. bonaventure",-1.5,"st. joseph's"
226,2011,"wake forest",20,"clemson"
226,2011,"kansas",-14.5,"oklahoma"
226,2011,"texas",-6.5,"colorado"
226,2011,"michigan",5,"minnesota"
226,2011,"george mason",-11,"georgia state"
226,2011,"columbia",12,"princeton"
226,2011,"harvard",-5.5,"yale"
226,2011,"dartmouth",9.5,"brown"
226,2011,"uab",-4,"houston"
226,2011,"mississippi st",11,"tennessee"
226,2011,"california",-1,"oregon state"
226,2011,"stanford",5,"oregon"
226,2011,"colorado state",-3,"air force"
226,2011,"ball state",-1.5,"central mich.igan"
226,2011,"northern illinois",-1,"toledo"
226,2011,"south carolina",10.5,"georgia"
226,2011,"la.-lafayette",-3,"la-monroe"
226,2011,"cornell",6,"pennsylvania"
226,2011,"ohio",6.5,"kent state"
226,2011,"southern miss",1,"central florida"
226,2011,"california-santa barbara",6.5,"long beach state"
226,2011,"troy",4,"florida intl"
226,2011,"seton hall",9.5,"notre dame"
226,2011,"richmond",-7,"charlotte"
226,2011,"smu",9,"marshall"
226,2011,"arizona state",10.5,"usc"
226,2011,"illinois state",6.5,"evansville"
226,2011,"uc davis",1,"cal riverside"
226,2011,"louisiana tech",7.5,"san jose state"
226,2011,"duquesne",-5,"saint louis"
226,2011,"east carolina",5,"rice"
226,2011,"tulane",10,"tulsa"
226,2011,"illinois-chicago",13,"valparaiso"
226,2011,"western kentucky",4,"middle tenn st"
226,2011,"denver",2.5,"north texas"
226,2011,"arkansas-little rock",6.5,"arkansas state"
226,2011,"drake",2.5,"bradley"
226,2011,"new mexico",-6.5,"tcu"
226,2011,"gonzaga",-14,"san diego"
226,2011,"idaho",14,"utah state"
226,2011,"cal poly slo",-1,"cs fullerton"
226,2011,"duke",-4.5,"virginia tech"
226,2011,"texas a&m",2.5,"baylor"
226,2011,"pacific",-3.5,"california-irvine"
226,2011,"pepperdine",9,"santa clara"
226,2011,"wyoming",16.5,"unlv"
226,2011,"loyola marymount",6.5,"san francisco"
226,2011,"boise state",1.5,"nevada"
226,2011,"portland",10,"saint marys ca"
226,2011,"new mexico state",2.5,"hawaii"
226,2011,"the citadel",9,"appalachian st"
226,2011,"wofford",1,"furman"
226,2011,"nc greensboro",13.5,"davidson"
226,2011,"col charleston",-5,"western carolina"
226,2011,"tennessee-chattanooga",1,"samford"
226,2011,"morehead state",-9.5,"tenn-martin"
226,2011,"elon",-4.5,"georgia southern"
226,2011,"montana",-8,"eastern washington"
226,2011,"eastern kentucky",10.5,"murray state"
226,2011,"eastern illinois",8.5,"tennessee state"
226,2011,"se missouri st",13.5,"austin peay"
226,2011,"jacksonville st",7,"tennessee tech"
226,2011,"northern arizona",5,"no. colorado"
226,2011,"weber state",-9,"sacramento state"
226,2011,"montana state",4,"portland state"
226,2011,"iupui",-18,"centenary"
226,2011,"ipfw",-2,"umkc"
226,2011,"western illinois",19.5,"oral roberts"
226,2011,"oakland",-9.5,"southern utah"
227,2011,"west virginia",-3,"rutgers"
227,2011,"connecticut",3.5,"cincinnati"
227,2011,"xavier",-2.5,"dayton"
227,2011,"massachusetts",2,"la salle"
227,2011,"pittsburgh",1,"louisville"
227,2011,"providence",10,"marquette"
227,2011,"florida atlantic",-2,"south alabama"
227,2011,"northwestern",12,"wisconsin"
227,2011,"maryland",6,"north carolina"
227,2011,"washington state",11.5,"washington"
227,2011,"st. peter's",5.5,"rider"
227,2011,"manhattan",5,"niagara"
227,2011,"loyola maryland",3,"canisius"
227,2011,"fairfield",5,"iona"
227,2011,"marist",14.5,"siena"
227,2011,"boston",8,"vermont"
227,2011,"binghamton",6.5,"stony brook"
227,2011,"new hampshire",3,"hartford"
227,2011,"albany ny",6,"maine"
227,2011,"purdue",-1,"michigan state"
227,2011,"indiana",18,"ohio state"
228,2011,"villanova",4,"notre dame"
228,2011,"kansas state",9.5,"texas"
228,2011,"no. colorado",-6.5,"idaho state"
228,2011,"jackson state",-6.5,"ark pine bluff"
301,2011,"alabama",6,"florida"
301,2011,"central mich.igan",-4,"toledo"
301,2011,"baylor",2,"oklahoma state"
301,2011,"illinois",8.5,"purdue"
301,2011,"nc state",1.5,"virginia"
301,2011,"kent state",-4,"bowling green"
301,2011,"missouri",1,"nebraska"
301,2011,"boston college",9,"virginia tech"
301,2011,"ohio state",-6.5,"penn state"
301,2011,"vanderbilt",7.5,"kentucky"
301,2011,"san diego state",-12.5,"wyoming"
301,2011,"illinois-chicago",15.5,"cleveland state"
301,2011,"wisc green bay",6,"wright state"
301,2011,"loyola chicago",5,"detroit"
301,2011,"youngstown state",14,"valparaiso"
301,2011,"gardner webb",11,"coastal carolina"
301,2011,"charleston sou",6.5,"nc asheville"
301,2011,"winthrop",5.5,"vmi"
301,2011,"high point",9.5,"liberty"
301,2011,"north texas",2.5,"arkansas-little rock"
302,2011,"north carolina",-1,"florida state"
302,2011,"iowa",11,"michigan state"
302,2011,"providence",13.5,"louisville"
302,2011,"charlotte",16.5,"xavier"
302,2011,"saint louis",7,"dayton"
302,2011,"uab",4.5,"southern miss"
302,2011,"smu",7,"central florida"
302,2011,"ball state",4,"western michigan"
302,2011,"maryland",-1,"miami (fl)"
302,2011,"st. bonaventure",12.5,"duquesne"
302,2011,"fordham",11,"la salle"
302,2011,"temple",-8,"massachusetts"
302,2011,"richmond",-7.5,"st. joseph's"
302,2011,"geastern washington",7.5,"rhode island"
302,2011,"connecticut",4.5,"west virginia"
302,2011,"miami (oh)",7.5,"buffalo"
302,2011,"oklahoma",5,"texas tech"
302,2011,"cincinnati",5.5,"marquette"
302,2011,"tcu",8,"air force"
302,2011,"houston",5,"tulane"
302,2011,"eastern michigan",1.5,"northern illinois"
302,2011,"lsu",14.5,"georgia"
302,2011,"mississippi",-6.5,"auburn"
302,2011,"tulsa",-1,"rice"
302,2011,"minnesota",3,"northwestern"
302,2011,"rutgers",-3.5,"depaul"
302,2011,"pittsburgh",-10.5,"south florida"
302,2011,"texas a&m",13,"kansas"
302,2011,"mississippi st",6,"arkansas"
302,2011,"marshall",6,"utep"
302,2011,"utah",8.5,"colorado state"
302,2011,"clemson",13,"duke"
302,2011,"new mexico",12,"byu"
302,2011,"long beach state",-9,"cal riverside"
302,2011,"utah state",-6.5,"new mexico state"
302,2011,"portland state",12.5,"northern arizona"
302,2011,"sacramento state",15.5,"no. colorado"
302,2011,"idaho state",6.5,"montana state"
302,2011,"eastern washington",13,"weber state"
302,2011,"tenn-martin",6.5,"tennessee state"
302,2011,"se missouri st",7,"eastern kentucky"
302,2011,"kennesaw st",24.5,"belmont"
302,2011,"campbell",10,"e tennessee st"
302,2011,"army",16,"bucknell"
302,2011,"navy",8,"lehigh"
302,2011,"colgate",14,"american"
302,2011,"lafayette",5,"holy cross"
303,2011,"tennessee",-4.5,"south carolina"
303,2011,"st. johns",-3,"seton hall"
303,2011,"georgia tech",-5,"wake forest"
303,2011,"oregon",1.5,"arizona state"
303,2011,"nevada",-1,"louisiana tech"
303,2011,"oregon state",15.5,"arizona"
303,2011,"fresno state",7,"idaho"
303,2011,"cs northridge",5,"uc davis"
303,2011,"cs fullerton",12,"pacific"
303,2011,"hawaii",3,"san jose state"
303,2011,"usc",4,"washington state"
303,2011,"ucla",7,"washington"
303,2011,"bradley",-1,"drake"
303,2011,"tenn-martin",5.5,"tennessee tech"
303,2011,"se missouri st",10.5,"austin peay"
303,2011,"north florida",5,"jacksonville"
303,2011,"high point",10,"nc asheville"
303,2011,"vmi",8,"coastal carolina"
303,2011,"binghamton",-3,"md baltimore co"
303,2011,"st. francis pa",15,"long island"
303,2011,"mount st marys",9.5,"quinnipiac"
303,2011,"wagner",9,"robert morris"
303,2011,"st. francis ny",5.5,"central conn"
303,2011,"wisconsin",-6,"indiana"
304,2011,"ohio",1,"miami (oh)"
304,2011,"akron",4.5,"kent state"
304,2011,"yale",2.5,"columbia"
304,2011,"brown",6,"cornell"
304,2011,"princeton",-12,"dartmouth"
304,2011,"pennsylvania",10,"harvard"
304,2011,"towson",10.5,"drexel"
304,2011,"northeastern",-1.5,"delaware"
304,2011,"st. joseph's",7,"james madison"
304,2011,"so illinois",10.5,"missouri st"
304,2011,"creighton",-1.5,"northern iowa"
304,2011,"bradley",11,"wichita state"
304,2011,"evansville",3.5,"indiana state"
304,2011,"wright state",3.5,"cleveland state"
304,2011,"detroit",2.5,"valparaiso"
304,2011,"loyola marymount",7,"portland"
304,2011,"san diego",5,"pepperdine"
304,2011,"nc greensboro",10.5,"davidson"
304,2011,"georgia southern",11,"appalachian st"
304,2011,"samford",10.5,"furman"
304,2011,"the citadel",3.5,"elon"
304,2011,"marist",4.5,"niagara"
304,2011,"manhattan",8,"siena"
304,2011,"tennessee tech",7.5,"murray state"
304,2011,"austin peay",2,"morehead state"
304,2011,"mercer",11.5,"belmont"
304,2011,"north florida",7.5,"e tennessee st"
305,2011,"duquesne",4.5,"richmond"
305,2011,"louisville",3.5,"west virginia"
305,2011,"kansas",-3.5,"missouri"
305,2011,"virginia tech",3.5,"clemson"
305,2011,"indiana",11,"illinois"
305,2011,"massachusetts",-6,"fordham"
305,2011,"georgia",5,"alabama"
305,2011,"iowa state",13.5,"kansas state"
305,2011,"texas tech",10,"texas a&m"
305,2011,"michigan state",2,"michigan"
305,2011,"georgetown",3,"cincinnati"
305,2011,"notre dame",2.5,"connecticut"
305,2011,"western michigan",-2,"central mich.igan"
305,2011,"toledo",10,"eastern michigan"
305,2011,"northern illinois",10.5,"ball state"
305,2011,"south carolina",6,"mississippi st"
305,2011,"xavier",-4.5,"saint louis"
305,2011,"dayton",1.5,"geastern washington"
305,2011,"virginia",11,"maryland"
305,2011,"st. joseph's",4.5,"charlotte"
305,2011,"rhode island",2,"st. bonaventure"
305,2011,"la salle",15,"temple"
305,2011,"utep",-2,"smu"
305,2011,"wyoming",20,"byu"
305,2011,"unlv",-7.5,"utah"
305,2011,"arkansas",6.5,"mississippi"
305,2011,"oklahoma state",-1,"oklahoma"
305,2011,"villanova",9.5,"pittsburgh"
305,2011,"tulane",8,"memphis"
305,2011,"depaul",20,"syracuse"
305,2011,"southern miss",2.5,"tulsa"
305,2011,"rice",1.5,"houston"
305,2011,"oregon",13,"arizona"
305,2011,"air force",11.5,"new mexico"
305,2011,"florida",3.5,"vanderbilt"
305,2011,"stanford",5,"california"
305,2011,"usc",9,"washington"
305,2011,"buffalo",-4,"bowling green"
305,2011,"auburn",4,"lsu"
305,2011,"princeton",5,"harvard"
305,2011,"brown",4.5,"columbia"
305,2011,"utah state",-12.5,"louisiana tech"
305,2011,"yale",5,"cornell"
305,2011,"pennsylvania",-6.5,"dartmouth"
305,2011,"rutgers",4.5,"providence"
305,2011,"central florida",5,"marshall"
305,2011,"purdue",-9,"iowa"
305,2011,"duke",-1,"north carolina"
305,2011,"south florida",13.5,"st. johns"
305,2011,"east carolina",11.5,"uab"
305,2011,"texas",-4,"baylor"
305,2011,"nebraska",5,"colorado"
305,2011,"oregon state",6,"arizona state"
305,2011,"nevada",5,"new mexico state"
305,2011,"san jose state",10,"boise state"
305,2011,"colorado state",12,"san diego state"
305,2011,"cs fullerton",4.5,"uc davis"
305,2011,"california-irvine",1.5,"cal riverside"
305,2011,"cal poly slo",4.5,"california-santa barbara"
305,2011,"cs northridge",11,"pacific"
305,2011,"ucla",-2.5,"washington state"
305,2011,"hawaii",4.5,"fresno state"
305,2011,"georgia state",14,"george mason"
305,2011,"drexel",5,"va commonwealth"
305,2011,"delaware",12,"old dominion"
305,2011,"st. joseph's",5,"hofstra"
305,2011,"creighton",3.5,"missouri st"
305,2011,"indiana state",8,"wichita state"
305,2011,"cleveland state",3.5,"butler"
305,2011,"valparaiso",1.5,"wi milwaukee"
305,2011,"troy",6,"north texas"
305,2011,"arkansas-little rock",-2.5,"south alabama"
305,2011,"la-monroe",10.5,"western kentucky"
305,2011,"florida intl",4,"denver"
305,2011,"loyola marymount",3.5,"santa clara"
305,2011,"pepperdine",3.5,"san francisco"
305,2011,"nc greensboro",7,"western carolina"
305,2011,"appalachian st",9.5,"wofford"
305,2011,"furman",-2,"tennessee-chattanooga"
305,2011,"elon",9,"col charleston"
305,2011,"loyola maryland",2,"st. peter's"
305,2011,"marist",16,"fairfield"
305,2011,"siena",8,"iona"
305,2011,"canisius",3.5,"rider"
305,2011,"tennessee tech",8,"morehead state"
305,2011,"montana state",11,"northern arizona"
305,2011,"eastern washington",10,"weber state"
305,2011,"stony brook",-1,"albany ny"
305,2011,"binghamton",12,"vermont"
305,2011,"new hampshire",8,"boston"
305,2011,"hartford",2,"maine"
305,2011,"nc asheville",5,"coastal carolina"
305,2011,"north florida",16.5,"belmont"
305,2011,"southern utah",13,"oakland"
305,2011,"n dakota st",2.5,"oral roberts"
306,2011,"wake forest",17,"boston college"
306,2011,"kentucky",-1,"tennessee"
306,2011,"wisconsin",7.5,"ohio state"
306,2011,"penn state",4.5,"minnesota"
306,2011,"va commonwealth",5.5,"george mason"
306,2011,"hofstra",6.5,"old dominion"
306,2011,"indiana state",4,"missouri st"
306,2011,"western kentucky",-1.5,"la.-lafayette"
306,2011,"arkansas-little rock",3.5,"arkansas state"
306,2011,"north texas",1,"florida atlantic"
306,2011,"florida intl",5.5,"middle tenn st"
306,2011,"santa clara",8.5,"saint marys ca"
306,2011,"san francisco",11.5,"gonzaga"
306,2011,"st. peter's",6,"fairfield"
306,2011,"rider",5,"iona"
306,2011,"wofford",-6,"western carolina"
306,2011,"furman",6,"col charleston"
306,2011,"central conn",9,"long island"
306,2011,"robert morris",4.5,"quinnipiac"
306,2011,"stony brook",8,"vermont"
306,2011,"hartford",5.5,"boston"
306,2011,"lehigh",11.5,"bucknell"
306,2011,"lafayette",8,"american"
306,2011,"ipfw",5.5,"south dakota st"
306,2011,"umkc",8,"iupui"
307,2011,"va commonwealth",3.5,"old dominion"
307,2011,"north texas",-1,"western kentucky"
307,2011,"arkansas-little rock",4,"middle tenn st"
307,2011,"gonzaga",-2,"saint marys ca"
307,2011,"st. peter's",7.5,"iona"
307,2011,"wofford",-1,"col charleston"
307,2011,"south dakota st",2.5,"oakland"
307,2011,"iupui",1.5,"oral roberts"
308,2011,"princeton",-2,"pennsylvania"
308,2011,"depaul",16,"connecticut"
308,2011,"rutgers",4,"seton hall"
308,2011,"south florida",9.5,"villanova"
308,2011,"providence",8,"marquette"
308,2011,"la salle",5.5,"st. bonaventure"
308,2011,"st. joseph's",7.5,"geastern washington"
308,2011,"saint louis",4,"rhode island"
308,2011,"dayton",-1.5,"massachusetts"
308,2011,"northern illinois",8,"bowling green"
308,2011,"eastern michigan",14,"akron"
308,2011,"central mich.igan",13.5,"buffalo"
308,2011,"toledo",19,"ohio"
308,2011,"arkansas-little rock",4,"north texas"
308,2011,"butler",-3,"wi milwaukee"
308,2011,"weber state",4,"montana"
308,2011,"northern arizona",4.5,"no. colorado"
308,2011,"md eastern shore",1.5,"florida a&m"
308,2011,"so carolina st",2.5,"delaware state"
308,2011,"oral roberts",5.5,"oakland"
309,2011,"connecticut",-1.5,"georgetown"
309,2011,"rutgers",10.5,"st. johns"
309,2011,"south florida",10,"cincinnati"
309,2011,"marquette",1.5,"west virginia"
309,2011,"oklahoma state",3.5,"nebraska"
309,2011,"iowa state",4.5,"colorado"
309,2011,"oklahoma",7.5,"baylor"
309,2011,"texas tech",10,"missouri"
309,2011,"central florida",-4,"east carolina"
309,2011,"tulane",8,"southern miss"
309,2011,"houston",9,"marshall"
309,2011,"rice",1,"smu"
309,2011,"san jose state",2,"hawaii"
309,2011,"fresno state",1.5,"nevada"
309,2011,"oregon state",3.5,"stanford"
309,2011,"montana",3,"no. colorado"
