"Date","Season","Team","Spread","Team2"
311,2015,"charlotte",-1,"middle tenn st"
311,2015,"marshall",6.5,"western kentucky"
311,2015,"rice",1,"north texas"
311,2015,"tcu",1,"kansas state"
311,2015,"texas tech",11,"texas"
311,2015,"washington state",3.5,"california"
311,2015,"usc",6,"arizona state"
311,2015,"colorado",-2,"oregon state"
311,2015,"washington",7.5,"stanford"
311,2015,"air force",2.5,"new mexico"
311,2015,"nevada",9.5,"unlv"
311,2015,"penn state",-2,"nebraska"
311,2015,"rutgers",10,"minnesota"
311,2015,"eastern michigan",2.5,"bowling green"
311,2015,"akron",-2,"western michigan"
311,2015,"george mason",-1.5,"fordham"
311,2015,"saint louis",4,"duquesne"
311,2015,"marquette",1,"seton hall"
311,2015,"creighton",-4,"depaul"
311,2015,"auburn",1,"mississippi st"
311,2015,"missouri",8.5,"south carolina"
311,2015,"miss valley st",13,"alabama state"
311,2015,"alcorn state",14,"texas southern"
311,2015,"coppin state",14,"nc central"
311,2015,"so carolina st",14,"norfolk st"
311,2015,"se louisiana",3,"mc neese state"
311,2015,"new orleans",-2.5,"nicholls state"
311,2015,"american",3.5,"lafayette"
312,2015,"michigan",4,"illinois"
312,2015,"penn state",7,"iowa"
312,2015,"northwestern",4,"indiana"
312,2015,"minnesota",6,"ohio state"
312,2015,"florida state",12,"virginia"
312,2015,"north carolina",-2,"louisville"
312,2015,"nc state",7.5,"duke"
312,2015,"miami (fl)",5,"notre dame"
312,2015,"marquette",13.5,"villanova"
312,2015,"providence",1.5,"st. johns"
312,2015,"creighton",7,"georgetown"
312,2015,"xavier",1,"butler"
312,2015,"la salle",-1,"massachusetts"
312,2015,"fordham",12,"va commonwealth"
312,2015,"st. joseph's",2.5,"st. bonaventure"
312,2015,"duquesne",7.5,"geastern washington"
312,2015,"west virginia",3.5,"baylor"
312,2015,"tcu",8,"kansas"
312,2015,"iowa state",-2,"texas"
312,2015,"oklahoma state",3.5,"oklahoma"
312,2015,"alabama",4,"florida"
312,2015,"auburn",8.5,"texas a&m"
312,2015,"tennessee",4.5,"vanderbilt"
312,2015,"south carolina",2.5,"mississippi"
312,2015,"florida intl",11,"utep"
312,2015,"middle tenn st",5.5,"old dominion"
312,2015,"western kentucky",2.5,"uab"
312,2015,"rice",9,"louisiana tech"
312,2015,"california",17,"arizona"
312,2015,"usc",8.5,"ucla"
312,2015,"colorado",4,"oregon"
312,2015,"stanford",6.5,"utah"
312,2015,"air force",10,"boise state"
312,2015,"utah state",1.5,"wyoming"
312,2015,"unlv",4.5,"san diego state"
312,2015,"fresno state",8,"colorado state"
312,2015,"cs northridge",9.5,"uc davis"
312,2015,"cal riverside",7.5,"california-irvine"
312,2015,"cal poly slo",3.5,"california-santa barbara"
312,2015,"central florida",3,"east carolina"
312,2015,"south florida",14,"connecticut"
312,2015,"texas state",1,"ut arlington"
312,2015,"arkansas-little rock",-4.5,"south alabama"
312,2015,"eastern michigan",2.5,"toledo"
312,2015,"akron",-1,"kent state"
312,2015,"idaho",6.5,"eastern washington"
312,2015,"portland state",3,"sacramento state"
312,2015,"no. colorado",3,"northern arizona"
312,2015,"weber state",8,"montana"
312,2015,"alabama a&m",5.5,"southern"
312,2015,"jackson state",1,"prairie view a&m"
312,2015,"utah valley",3.5,"cs bakersfield"
312,2015,"tx pan american",6,"umkc"
312,2015,"chicago st",6,"seattle"
312,2015,"hampton",2.5,"md eastern shore"
312,2015,"delaware state",-1,"howard"
312,2015,"mc neese state",3.5,"northwestern st."
312,2015,"new orleans",5.5,"texas a&m corpus"
313,2015,"southern",2,"alabama state"
313,2015,"prairie view a&m",10,"texas southern"
313,2015,"northwestern st.",13,"stephen f. austin"
313,2015,"texas a&m corpus",7.5,"sam houston st"
313,2015,"delaware state",9,"nc central"
313,2015,"hampton",6,"norfolk st"
313,2015,"cs bakersfield",11,"new mexico state"
313,2015,"seattle",-1,"umkc"
313,2015,"michigan",14,"wisconsin"
313,2015,"penn state",5.5,"purdue"
313,2015,"indiana",2,"maryland"
313,2015,"ohio state",-1,"michigan state"
313,2015,"la salle",8.5,"davidson"
313,2015,"va commonwealth",-2.5,"richmond"
313,2015,"st. bonaventure",5.5,"dayton"
313,2015,"geastern washington",1,"rhode island"
313,2015,"east carolina",14,"smu"
313,2015,"temple",-3,"memphis"
313,2015,"houston",9,"tulsa"
313,2015,"connecticut",2.5,"cincinnati"
313,2015,"florida",12,"kentucky"
313,2015,"auburn",9.5,"lsu"
313,2015,"tennessee",6,"arkansas"
313,2015,"south carolina",3,"georgia"
313,2015,"middle tenn st",4,"utep"
313,2015,"uab",6,"louisiana tech"
313,2015,"texas state",5,"la.-lafayette"
313,2015,"south alabama",6,"la-monroe"
313,2015,"north carolina",2.5,"virginia"
313,2015,"notre dame",7,"duke"
313,2015,"providence",9,"villanova"
313,2015,"xavier",2,"georgetown"
313,2015,"oklahoma",1,"iowa state"
313,2015,"akron",3,"buffalo"
313,2015,"ucla",11,"arizona"
313,2015,"utah",-7,"oregon"
313,2015,"wyoming",6,"boise state"
313,2015,"colorado state",2.5,"san diego state"
313,2015,"hawaii",2,"uc davis"
313,2015,"california-irvine",-1,"california-santa barbara"
313,2015,"sacramento state",4,"eastern washington"
313,2015,"northern arizona",5.5,"montana"
314,2015,"middle tenn st",1.5,"uab"
314,2015,"purdue",9.5,"wisconsin"
314,2015,"michigan state",-3,"maryland"
314,2015,"auburn",23,"kentucky"
314,2015,"georgia",1.5,"arkansas"
314,2015,"va commonwealth",3,"davidson"
314,2015,"rhode island",1,"dayton"
314,2015,"la.-lafayette",5.5,"georgia state"
314,2015,"la-monroe",2.5,"georgia southern"
314,2015,"temple",3,"smu"
314,2015,"connecticut",-1.5,"tulsa"
314,2015,"wyoming",7,"san diego state"
314,2015,"iowa state",2,"kansas"
314,2015,"buffalo",-2.5,"central mich.igan"
314,2015,"xavier",7.5,"villanova"
314,2015,"north carolina",-2.5,"notre dame"
314,2015,"oregon",10.5,"arizona"
314,2015,"hawaii",2.5,"california-irvine"
314,2015,"eastern washington",1.5,"montana"
314,2015,"stony brook",2.5,"albany ny"
314,2015,"delaware state",-1.5,"hampton"
314,2015,"southern",6.5,"texas southern"
314,2015,"sam houston st",4.5,"stephen f. austin"
314,2015,"seattle",9.5,"new mexico state"
314,2015,"yale",1.5,"harvard"
315,2015,"arkansas",12.5,"kentucky"
315,2015,"georgia southern",6.5,"georgia state"
315,2015,"connecticut",2.5,"smu"
315,2015,"michigan state",6,"wisconsin"
316,2015,"new hampshire",5.5,"njit"
317,2015,"hampton",7,"manhattan"
317,2015,"mississippi",2,"byu"
317,2015,"geastern washington",2.5,"pittsburgh"
317,2015,"nc central",9.5,"miami (fl)"
317,2015,"iona",7.5,"rhode island"
317,2015,"central mich.igan",5.5,"louisiana tech"
317,2015,"st. joseph's",7.5,"tulsa"
317,2015,"illinois",2.5,"alabama"
317,2015,"utep",5.5,"murray state"
317,2015,"montana",11.5,"texas a&m"
317,2015,"uc davis",8.5,"stanford"
317,2015,"rider",4.5,"loyola chicago"
317,2015,"eastern illinois",7,"oakland"
317,2015,"james madison",5.5,"usc upstate"
317,2015,"bowling green",-4.5,"st. francis pa"
317,2015,"norfolk st",8,"eastern kentucky"
317,2015,"la.-lafayette",-2.5,"incarnate word"
318,2015,"robert morris",2,"north florida"
318,2015,"boise state",3,"dayton"
318,2015,"arizona state",4,"connecticut"
318,2015,"bucknell",12,"temple"
318,2015,"charleston sou",12,"old dominion"
318,2015,"st. francis ny",10,"richmond"
318,2015,"wisc green bay",3.5,"illinois state"
318,2015,"vanderbilt",2.5,"saint marys ca"
318,2015,"south dakota st",7.5,"colorado state"
318,2015,"stony brook",2,"mercer"
318,2015,"vermont",6,"hofstra"
318,2015,"radford",1,"delaware state"
318,2015,"california-santa barbara",-3,"oral roberts"
318,2015,"eastern michigan",1,"la-monroe"
318,2015,"gardner webb",11,"colorado"
318,2015,"pepperdine",-4.5,"seattle"
318,2015,"md eastern shore",7,"high point"
318,2015,"dartmouth",2,"canisius"
318,2015,"texas a&m corpus",6,"fla gulf coast"
318,2015,"kent state",2,"middle tenn st"
318,2015,"ipfw",7,"evansville"
318,2015,"nc wilmington",8,"sam houston st"
318,2015,"northern arizona",-1,"grand canyon"
318,2015,"sacramento state",8.5,"portland"
319,2015,"wofford",7,"arkansas"
319,2015,"harvard",10,"north carolina"
319,2015,"georgia state",7.5,"baylor"
319,2015,"mississippi",2,"xavier"
319,2015,"northeastern",12,"notre dame"
319,2015,"texas",-1.5,"butler"
319,2015,"lafayette",22,"villanova"
319,2015,"lsu",1.5,"nc state"
319,2015,"hampton",31,"kentucky"
319,2015,"purdue",-1.5,"cincinnati"
319,2015,"uab",13.5,"iowa state"
319,2015,"ucla",3,"smu"
319,2015,"stephen f. austin",6.5,"utah"
319,2015,"eastern washington",8.5,"georgetown"
319,2015,"texas southern",23,"arizona"
319,2015,"ohio state",-2.5,"va commonwealth"
319,2015,"tenn-martin",2.5,"northwestern st."
320,2015,"belmont",16.5,"virginia"
320,2015,"georgia",5.5,"michigan state"
320,2015,"robert morris",22,"duke"
320,2015,"st. johns",3,"san diego state"
320,2015,"buffalo",4.5,"west virginia"
320,2015,"valparaiso",4.5,"maryland"
320,2015,"albany ny",13,"oklahoma"
320,2015,"dayton",2.5,"providence"
320,2015,"new mexico state",11.5,"kansas"
320,2015,"indiana",5,"wichita state"
320,2015,"coastal carolina",20,"wisconsin"
320,2015,"oklahoma state",-1,"oregon"
320,2015,"wyoming",7,"northern iowa"
320,2015,"california-irvine",9,"louisville"
320,2015,"n dakota st",18,"gonzaga"
320,2015,"davidson",2,"iowa"
320,2015,"south dakota st",8,"vanderbilt"
320,2015,"high point",4,"eastern kentucky"
321,2015,"georgia state",7,"xavier"
321,2015,"arkansas",4.5,"north carolina"
321,2015,"butler",5,"notre dame"
321,2015,"nc state",10,"villanova"
321,2015,"uab",8,"ucla"
321,2015,"cincinnati",17,"kentucky"
321,2015,"ohio state",9,"arizona"
321,2015,"utah",-4,"georgetown"
321,2015,"alabama",4,"miami (fl)"
321,2015,"canisius",7.5,"bowling green"
321,2015,"tenn-martin",3.5,"usc upstate"
321,2015,"la.-lafayette",6,"sam houston st"
321,2015,"northern arizona",3.5,"sacramento state"
322,2015,"michigan state",4.5,"virginia"
322,2015,"san diego state",10,"duke"
322,2015,"west virginia",-1,"maryland"
322,2015,"dayton",5,"oklahoma"
322,2015,"wichita state",2,"kansas"
322,2015,"oregon",12,"wisconsin"
322,2015,"iowa",5.5,"gonzaga"
322,2015,"geastern washington",4,"temple"
322,2015,"arizona state",5,"richmond"
322,2015,"rhode island",4,"stanford"
323,2015,"louisiana tech",4.5,"texas a&m"
323,2015,"illinois state",3.5,"old dominion"
323,2015,"murray state",4.5,"tulsa"
323,2015,"radford",7,"vermont"
323,2015,"la-monroe",3.5,"mercer"
323,2015,"oral roberts",5,"loyola chicago"
323,2015,"colorado",-4.5,"seattle"
323,2015,"cleveland state",-3,"njit"
323,2015,"evansville",-2.5,"eastern illinois"
323,2015,"kent state",-3,"texas a&m corpus"
324,2015,"vanderbilt",3,"stanford"
324,2015,"miami (fl)",2,"richmond"
325,2015,"louisiana tech",3.5,"temple"
325,2015,"murray state",2,"old dominion"
325,2015,"tenn-martin",4.5,"eastern kentucky"
325,2015,"vermont",1,"la-monroe"
325,2015,"seattle",8.5,"loyola chicago"
326,2015,"west virginia",13,"kentucky"
326,2015,"xavier",10,"arizona"
326,2015,"north carolina",5,"wisconsin"
326,2015,"evansville",3.5,"la.-lafayette"
327,2015,"nc state",2,"louisville"
327,2015,"michigan state",-2,"oklahoma"
327,2015,"ucla",8.5,"gonzaga"
327,2015,"utah",4.5,"duke"
327,2015,"kent state",-1,"northern arizona"
328,2015,"notre dame",11,"kentucky"
328,2015,"arizona",-1,"wisconsin"
328,2015,"canisius",3,"njit"
329,2015,"michigan state",-2,"louisville"
329,2015,"gonzaga",2.5,"duke"
330,2015,"la-monroe",5.5,"loyola chicago"
331,2015,"miami (fl)",-1,"temple"
331,2015,"stanford",-2,"old dominion"
331,2015,"tenn-martin",6.5,"evansville"
331,2015,"njit",4.5,"northern arizona"
401,2015,"loyola chicago",2,"la-monroe"
402,2015,"stanford",-1.5,"miami (fl)"
402,2015,"northern arizona",7,"evansville"
404,2015,"wisconsin",6,"kentucky"
404,2015,"michigan state",4.5,"duke"
1113,2016,"colorado",8,"iowa state"
1113,2016,"florida atlantic",22.5,"michigan state"
1113,2016,"elon",6.5,"charlotte"
1113,2016,"drexel",11,"st. joseph's"
1113,2016,"james madison",9.5,"richmond"
1113,2016,"dartmouth",10.5,"seton hall"
1113,2016,"temple",8.5,"north carolina"
1113,2016,"cornell",16,"georgia tech"
1113,2016,"miami (oh)",16,"xavier"
1113,2016,"tex san antonio",13,"loyola chicago"
1113,2016,"ball state",-1.5,"bradley"
1113,2016,"air force",5,"so illinois"
1113,2016,"st. joseph's",11,"nc state"
1113,2016,"uab",2.5,"auburn"
1113,2016,"san francisco",-3.5,"illinois-chicago"
1113,2016,"san diego",9,"usc"
1113,2016,"troy",8,"south florida"
1113,2016,"wisc green bay",7,"stanford"
1113,2016,"pacific",23,"arizona"
1113,2016,"cal poly slo",6,"unlv"
1113,2016,"cs fullerton",3.5,"loyola marymount"
1113,2016,"pepperdine",2,"fresno state"
1113,2016,"illinois state",9,"san diego state"
1113,2016,"texas",-11,"washington"
1113,2016,"rice",14.5,"california"
1113,2016,"south dakota",5.5,"wright state"
1113,2016,"cs northridge",10,"northern illinois"
1113,2016,"wi milwaukee",-3.5,"denver"
1113,2016,"lipscomb",9,"santa clara"
1113,2016,"coastal carolina",-3,"nevada"
1113,2016,"montana state",14.5,"hawaii"
1113,2016,"eastern illinois",22,"indiana"
1113,2016,"tennessee-chattanooga",12,"georgia"
1113,2016,"western carolina",19,"cincinnati"
1113,2016,"se missouri st",15.5,"dayton"
1113,2016,"iupui",9.5,"indiana state"
1113,2016,"siena",23,"duke"
1113,2016,"canisius",8.5,"hofstra"
1113,2016,"brown",3,"st. peter's"
1113,2016,"niagara",18,"old dominion"
1113,2016,"yale",-9,"fairfield"
1113,2016,"samford",23,"louisville"
1113,2016,"jacksonville st",18.5,"central mich.igan"
1113,2016,"princeton",-1,"rider"
1113,2016,"sacramento state",17.5,"arizona state"
1113,2016,"ipfw",15.5,"valparaiso"
1113,2016,"california-santa barbara",-2,"nebraska omaha"
1113,2016,"belmont",6.5,"marquette"
1113,2016,"eastern washington",10,"mississippi st"
1113,2016,"austin peay",23,"vanderbilt"
1113,2016,"tenn-martin",12.5,"oklahoma state"
1113,2016,"wofford",1.5,"missouri"
1113,2016,"no. colorado",29,"kansas"
1113,2016,"missouri st",5,"oral roberts"
1113,2016,"northern arizona",6,"washington state"
1113,2016,"western illinois",25.5,"wisconsin"
1113,2016,"utah state",1.5,"weber state"
1113,2016,"boise state",-6,"montana"
1113,2016,"arkansas state",-2,"siu edwardsville"
1113,2016,"southern utah",24.5,"utah"
1113,2016,"monmouth",14,"ucla"
1113,2016,"northern kentucky",22.5,"west virginia"
1113,2016,"florida",-12,"navy"
1113,2016,"albany ny",22,"kentucky"
1113,2016,"wagner",10.5,"st. johns"
1113,2016,"mount st marys",21,"maryland"
1114,2016,"colorado state",7.5,"northern iowa"
1114,2016,"towson",8.5,"la salle"
1114,2016,"akron",-7,"cleveland state"
1114,2016,"harvard",10,"providence"
1114,2016,"youngstown state",11.5,"kent state"
1114,2016,"southern miss",17,"memphis"
1114,2016,"fordham",1.5,"ut arlington"
1114,2016,"western michigan",6.5,"depaul"
1114,2016,"wright state",-7.5,"cs northridge"
1114,2016,"south dakota",7.5,"northern illinois"
1114,2016,"lipscomb",6.5,"wi milwaukee"
1114,2016,"denver",6,"santa clara"
1114,2016,"vmi",13,"penn state"
1114,2016,"central florida",16,"davidson"
1114,2016,"the citadel",29.5,"butler"
1114,2016,"idaho",-3.5,"san jose state"
1114,2016,"njit",26,"kentucky"
1115,2016,"la-monroe",10.5,"minnesota"
1115,2016,"tex san antonio",17.5,"clemson"
1115,2016,"south alabama",15,"nc state"
1115,2016,"portland",1.5,"uc davis"
1115,2016,"loyola marymount",14,"california-irvine"
1115,2016,"cal poly slo",9.5,"ucla"
1115,2016,"wright state",2.5,"northern illinois"
1115,2016,"lipscomb",2,"denver"
1115,2016,"wi milwaukee",-2,"santa clara"
1115,2016,"iona",7.5,"valparaiso"
1115,2016,"n dakota st",5.5,"illinois"
1115,2016,"fairfield",23.5,"north carolina"
1115,2016,"niagara",14.5,"st. joseph's"
1115,2016,"siena",15,"wisconsin"
1115,2016,"se missouri st",17,"evansville"
1115,2016,"nevada",-8,"montana state"
1115,2016,"coastal carolina",6,"hawaii"
1115,2016,"mount st marys",14.5,"ohio state"
1115,2016,"wake forest",-2.5,"bucknell"
1116,2016,"tennessee",5,"georgia tech"
1116,2016,"wyoming",3.5,"indiana state"
1116,2016,"la.-lafayette",11,"miami (fl)"
1116,2016,"buffalo",8.5,"old dominion"
1116,2016,"charlotte",7.5,"east carolina"
1116,2016,"james madison",11,"west virginia"
1116,2016,"elon",18.5,"michigan"
1116,2016,"virginia",-5.5,"geastern washington"
1116,2016,"columbia",5,"kansas state"
1116,2016,"georgia southern",14,"mississippi"
1116,2016,"drake",2.5,"tulane"
1116,2016,"bradley",26,"arizona"
1116,2016,"san diego state",4.5,"utah"
1116,2016,"rice",6,"san francisco"
1116,2016,"california-santa barbara",12.5,"california"
1116,2016,"austin peay",26.5,"indiana"
1116,2016,"eastern illinois",6.5,"ball state"
1116,2016,"george mason",4.5,"mercer"
1116,2016,"tennessee state",6.5,"ohio"
1116,2016,"oral roberts",14,"south carolina"
1116,2016,"eastern kentucky",2.5,"nc wilmington"
1116,2016,"iupui",15,"marquette"
1116,2016,"morehead state",10.5,"illinois state"
1116,2016,"weber state",10,"south dakota st"
1116,2016,"tennessee tech",6,"air force"
1116,2016,"northern arizona",14.5,"boise state"
1116,2016,"manhattan",8,"saint marys ca"
1116,2016,"montana",-10,"san jose state"
1116,2016,"belmont",4.5,"arizona state"
1116,2016,"monmouth",10,"usc"
1116,2016,"kennesaw st",-100,"lsu"
1117,2016,"nevada",6,"hawaii"
1117,2016,"valparaiso",2,"rhode island"
1117,2016,"alabama",7.5,"dayton"
1117,2016,"colorado",2,"auburn"
1117,2016,"oklahoma",-3,"memphis"
1117,2016,"depaul",5,"penn state"
1117,2016,"missouri",14.5,"xavier"
1117,2016,"wi milwaukee",14,"notre dame"
1117,2016,"san diego",6.5,"western michigan"
1117,2016,"st. bonaventure",9.5,"syracuse"
1117,2016,"massachusetts",4.5,"harvard"
1117,2016,"duke",2,"kentucky"
1117,2016,"wichita state",-4.5,"tulsa"
1117,2016,"ut arlington",10,"louisiana tech"
1117,2016,"tex san antonio",17.5,"creighton"
1117,2016,"nebraska",17,"villanova"
1117,2016,"georgetown",7,"maryland"
1117,2016,"michigan state",5,"kansas"
1117,2016,"cs fullerton",8,"pacific"
1117,2016,"wisc green bay",-2.5,"e tennessee st"
1117,2016,"stephen f. austin",3.5,"northern iowa"
1117,2016,"rider",4.5,"la salle"
1117,2016,"furman",3.5,"appalachian st"
1117,2016,"dartmouth",-1.5,"marist"
1117,2016,"north dakota",24.5,"wisconsin"
1117,2016,"middle tenn st",3.5,"murray state"
1117,2016,"illinois-chicago",6,"western illinois"
1117,2016,"iona",7,"oregon state"
1117,2016,"grambling",38,"ohio state"
1118,2016,"california-irvine",-3.5,"central florida"
1118,2016,"illinois",7,"providence"
1118,2016,"richmond",3,"wake forest"
1118,2016,"toledo",-5,"youngstown state"
1118,2016,"eastern michigan",5.5,"oakland"
1118,2016,"buffalo",7.5,"st. joseph's"
1118,2016,"cincinnati",-12.5,"bowling green"
1118,2016,"kent state",-2.5,"so illinois"
1118,2016,"akron",4,"arkansas"
1118,2016,"loyola chicago",5.5,"new mexico"
1118,2016,"wofford",19,"north carolina"
1118,2016,"iupui",13.5,"nc state"
1118,2016,"brown",-2,"niagara"
1118,2016,"western kentucky",9,"belmont"
1118,2016,"jacksonville st",12,"virginia tech"
1118,2016,"fairfield",15,"northwestern"
1118,2016,"ipfw",-3,"austin peay"
1118,2016,"southern utah",15,"unlv"
1118,2016,"northern arizona",24,"gonzaga"
1118,2016,"saint louis",-4.5,"siu edwardsville"
1118,2016,"kennesaw st",21,"arizona state"
1119,2016,"creighton",11.5,"indiana"
1119,2016,"marshall",14,"tennessee"
1119,2016,"wisc green bay",11,"georgia tech"
1119,2016,"geastern washington",-8.5,"south florida"
1119,2016,"rutgers",7,"st. johns"
1119,2016,"uab",-6.5,"troy"
1119,2016,"oregon state",-9,"rice"
1119,2016,"boise state",12.5,"arizona"
1119,2016,"iowa",-4,"marquette"
1119,2016,"south alabama",18,"lsu"
1119,2016,"loyola marymount",17,"colorado state"
1119,2016,"santa clara",7,"cal riverside"
1119,2016,"san francisco",6.5,"fresno state"
1119,2016,"pepperdine",6.5,"ucla"
1119,2016,"smu",-4.5,"stanford"
1119,2016,"temple",2,"minnesota"
1119,2016,"butler",-16,"missouri st"
1119,2016,"miami (fl)",-8,"mississippi st"
1119,2016,"utah",-9,"texas tech"
1119,2016,"mississippi",-10.5,"george mason"
1119,2016,"oklahoma state",-11,"towson"
1119,2016,"long beach state",3,"seton hall"
1119,2016,"virginia",-22.5,"bradley"
1119,2016,"south dakota st",4.5,"illinois state"
1120,2016,"ut arlington",15.5,"ohio state"
1120,2016,"wright state",25,"kentucky"
1120,2016,"detroit",15.5,"pittsburgh"
1120,2016,"penn state",-1,"duquesne"
1120,2016,"columbia",6.5,"northwestern"
1120,2016,"la.-lafayette",3,"alabama"
1120,2016,"georgia southern",10,"auburn"
1120,2016,"xavier",4,"michigan"
1120,2016,"portland",13,"colorado"
1120,2016,"east carolina",17.5,"california"
1120,2016,"missouri st",9,"minnesota"
1120,2016,"temple",8.5,"butler"
1120,2016,"mississippi st",2,"texas tech"
1120,2016,"miami (fl)",1,"utah"
1120,2016,"george mason",9.5,"oklahoma state"
1120,2016,"mississippi",-9,"towson"
1120,2016,"seton hall",-11.5,"bradley"
1120,2016,"long beach state",14.5,"virginia"
1120,2016,"ohio",12,"tulsa"
1120,2016,"hofstra",7,"florida state"
1120,2016,"depaul",6.5,"south carolina"
1120,2016,"norfolk st",6,"indiana state"
1120,2016,"tenn-martin",2.5,"oral roberts"
1120,2016,"florida intl",12.5,"james madison"
1120,2016,"wisconsin",-3,"georgetown"
1120,2016,"va commonwealth",8.5,"duke"
1120,2016,"florida atlantic",10,"northeastern"
1120,2016,"lipscomb",8.5,"miami (oh)"
1120,2016,"ball state",2,"eastern kentucky"
1120,2016,"rider",19,"maryland"
1120,2016,"delaware",10,"iona"
1120,2016,"e tennessee st",24,"villanova"
1120,2016,"murray state",9,"georgia"
1120,2016,"south dakota",13.5,"kansas state"
1120,2016,"san jose state",5.5,"montana state"
1120,2016,"idaho state",17.5,"washington state"
1121,2016,"elon",17,"syracuse"
1121,2016,"st. joseph's",10.5,"dayton"
1121,2016,"north carolina",-5.5,"northern iowa"
1121,2016,"western michigan",3,"nc wilmington"
1121,2016,"col charleston",14,"davidson"
1121,2016,"oregon state",-2.5,"california-santa barbara"
1121,2016,"san diego",3,"cs fullerton"
1121,2016,"toledo",3,"loyola chicago"
1121,2016,"cleveland state",14,"rhode island"
1121,2016,"brown",14.5,"providence"
1121,2016,"new mexico",5,"usc"
1121,2016,"texas state",6.5,"utep"
1121,2016,"pennsylvania",12.5,"washington"
1121,2016,"nevada",-1,"pacific"
1121,2016,"cal riverside",4.5,"san francisco"
1121,2016,"arkansas-little rock",16,"san diego state"
1121,2016,"old dominion",6,"purdue"
1121,2016,"st. joseph's",5.5,"florida"
1121,2016,"northeastern",-8,"lipscomb"
1121,2016,"florida atlantic",7,"miami (oh)"
1121,2016,"norfolk st",3,"ohio"
1121,2016,"depaul",8.5,"florida state"
1121,2016,"austin peay",12.5,"cal poly slo"
1121,2016,"md baltimore co",9,"no. colorado"
1121,2016,"north dakota",5,"bowling green"
1121,2016,"youngstown state",9,"fla gulf coast"
1121,2016,"vermont",-7,"niagara"
1121,2016,"buffalo",-11.5,"n. carolina a&t"
1121,2016,"florida intl",-1,"tenn-martin"
1121,2016,"oral roberts",6.5,"james madison"
1121,2016,"furman",17.5,"connecticut"
1121,2016,"south dakota st",2.5,"tcu"
1121,2016,"siu edwardsville",10,"ipfw"
1121,2016,"cornell",9.5,"canisius"
1121,2016,"nc greensboro",6,"central florida"
1121,2016,"vmi",8.5,"virginia tech"
1121,2016,"monmouth",-2.5,"drexel"
1121,2016,"st. peter's",9.5,"princeton"
1121,2016,"marist",12,"kent state"
1121,2016,"tennessee-chattanooga",7.5,"illinois"
1121,2016,"belmont",6,"evansville"
1121,2016,"middle tenn st",-4.5,"tennessee state"
1121,2016,"western illinois",-2.5,"eastern illinois"
1121,2016,"tex san antonio",6,"southern utah"
1121,2016,"morehead state",-5,"northern kentucky"
1122,2016,"harvard",5,"boston college"
1122,2016,"akron",14,"villanova"
1122,2016,"yale",11.5,"smu"
1122,2016,"valparaiso",4,"oregon"
1122,2016,"fresno state",-3.5,"rice"
1122,2016,"stanford",3.5,"saint marys ca"
1122,2016,"missouri st",5.5,"mississippi st"
1122,2016,"texas tech",1,"minnesota"
1122,2016,"temple",5,"utah"
1122,2016,"butler",3,"miami (fl)"
1122,2016,"towson",-2.5,"bradley"
1122,2016,"seton hall",1.5,"mississippi"
1122,2016,"oklahoma state",-5.5,"long beach state"
1122,2016,"george mason",18.5,"virginia"
1122,2016,"niagara",-5,"n. carolina a&t"
1122,2016,"vermont",-2,"buffalo"
1122,2016,"lipscomb",3,"florida atlantic"
1122,2016,"northeastern",-1.5,"miami (oh)"
1122,2016,"oral roberts",-4.5,"florida intl"
1122,2016,"tenn-martin",11,"james madison"
1122,2016,"old dominion",-1.5,"st. joseph's"
1122,2016,"purdue",-5,"florida"
1122,2016,"wisconsin",-1,"va commonwealth"
1122,2016,"georgetown",5.5,"duke"
1122,2016,"cal poly slo",-13.5,"md baltimore co"
1122,2016,"austin peay",2.5,"no. colorado"
1122,2016,"youngstown state",4,"bowling green"
1122,2016,"north dakota",5.5,"fla gulf coast"
1122,2016,"indiana state",7.5,"tulsa"
1122,2016,"hofstra",5,"south carolina"
1122,2016,"e tennessee st",15,"georgia tech"
1122,2016,"jacksonville st",15,"uab"
1122,2016,"wyoming",-7,"montana state"
1122,2016,"nebraska omaha",17,"colorado"
1122,2016,"appalachian st",6.5,"tulane"
1122,2016,"oakland",9,"colorado state"
1122,2016,"gardner webb",14,"tennessee"
1122,2016,"northwestern st.",27,"arizona"
1122,2016,"se louisiana",15,"nebraska"
1123,2016,"eastern michigan",19.5,"michigan state"
1123,2016,"ut arlington",11.5,"memphis"
1123,2016,"cs northridge",17,"usc"
1123,2016,"east carolina",13.5,"san diego state"
1123,2016,"santa clara",13.5,"california-irvine"
1123,2016,"duquesne",1.5,"pepperdine"
1123,2016,"drake",5,"western kentucky"
1123,2016,"weber state",5.5,"central mich.igan"
1123,2016,"norfolk st",8.5,"depaul"
1123,2016,"ohio",11,"florida state"
1123,2016,"indiana state",5,"hofstra"
1123,2016,"tulsa",2.5,"south carolina"
1123,2016,"st. johns",12.5,"vanderbilt"
1123,2016,"wake forest",12.5,"indiana"
1123,2016,"kansas",-28.5,"chaminade"
1123,2016,"unlv",3.5,"ucla"
1123,2016,"lsu",-5.5,"marquette"
1123,2016,"nc state",-1.5,"arizona state"
1123,2016,"kansas state",-5.5,"missouri"
1123,2016,"northwestern",9.5,"north carolina"
1123,2016,"clemson",-7.5,"massachusetts"
1123,2016,"creighton",-10.5,"rutgers"
1123,2016,"belmont",-9.5,"south alabama"
